id,name,menuId,status,type,deletedAt,createdAt,updatedAt,parentId,blackList,whiteList,assignTo,icon,connectTo,customer,policy,rfq,store,categoryType,aliases
2358,94 lb,,ACTIVE,,,2026-04-01 23:27:29.484,2026-04-01 23:27:29.484,2357,NO,NO,,,,,,,,,"{""ar"": [""94""]}"
2379,R-30,,ACTIVE,,,2026-04-01 23:27:29.537,2026-04-01 23:27:29.537,2378,NO,NO,,,,,,,,,"{""ar"": [""30""]}"
2381,Glass,,ACTIVE,,,2026-04-01 23:27:29.542,2026-04-01 23:27:29.542,2354,NO,NO,,,,,,,,,"{""ar"": [""زجاج""]}"
2382,Tempered,,ACTIVE,,,2026-04-01 23:27:29.545,2026-04-01 23:27:29.545,2381,NO,NO,,,,,,,,,"{""ar"": [""مقوى""]}"
2401,90 Degree,,ACTIVE,,,2026-04-01 23:27:29.593,2026-04-01 23:27:29.593,2400,NO,NO,,,,,,,,,"{""ar"": [""90""]}"
2403,Storage,,ACTIVE,,,2026-04-01 23:27:29.598,2026-04-01 23:27:29.598,2402,NO,NO,,,,,,,,,"{""ar"": [""تخزين""]}"
2405,500 Gallon,,ACTIVE,,,2026-04-01 23:27:29.603,2026-04-01 23:27:29.603,2404,NO,NO,,,,,,,,,"{""ar"": [""500""]}"
2420,Professional,,ACTIVE,,,2026-04-01 23:27:29.639,2026-04-01 23:27:29.639,2419,NO,NO,,,,,,,,,"{""ar"": [""احترافي""]}"
2426,Set,,ACTIVE,,,2026-04-01 23:27:29.654,2026-04-01 23:27:29.654,2425,NO,NO,,,,,,,,,"{""ar"": [""طقم""]}"
2432,Set,,ACTIVE,,,2026-04-01 23:27:29.668,2026-04-01 23:27:29.668,2431,NO,NO,,,,,,,,,"{""ar"": [""طقم""]}"
2433,12-Grade,,ACTIVE,,,2026-04-01 23:27:29.671,2026-04-01 23:27:29.671,2432,NO,NO,,,,,,,,,"{""ar"": [""12""]}"
2436,Set,,ACTIVE,,,2026-04-01 23:27:29.679,2026-04-01 23:27:29.679,2435,NO,NO,,,,,,,,,"{""ar"": [""طقم""]}"
2441,100 Stitches,,ACTIVE,,,2026-04-01 23:27:29.691,2026-04-01 23:27:29.691,2440,NO,NO,,,,,,,,,"{""ar"": [""100""]}"
2446,Fat Quarter Bundle,,ACTIVE,,,2026-04-01 23:27:29.704,2026-04-01 23:27:29.704,2445,NO,NO,,,,,,,,,"{""ar"": [""حزمة""]}"
2362,2x4x8,,ACTIVE,,,2026-04-01 23:27:29.495,2026-04-01 23:27:29.495,2361,NO,NO,,,,,,,,,"{""ar"": [""2x4x8""]}"
2384,6mm,,ACTIVE,,,2026-04-01 23:27:29.55,2026-04-01 23:27:29.55,2383,NO,NO,,,,,,,,,"{""ar"": [""6mm""]}"
2390,Double Hung,,ACTIVE,,,2026-04-01 23:27:29.566,2026-04-01 23:27:29.566,2389,NO,NO,,,,,,,,,"{""ar"": [""مزدوج""]}"
2417,Acrylic Paint,,ACTIVE,,,2026-04-01 23:27:29.632,2026-04-01 23:27:29.632,2416,NO,NO,,,,,,,,,"{""ar"": [""طلاء""]}"
2423,16x20,,ACTIVE,,,2026-04-01 23:27:29.646,2026-04-01 23:27:29.646,2422,NO,NO,,,,,,,,,"{""ar"": [""16x20""]}"
2424,Cotton,,ACTIVE,,,2026-04-01 23:27:29.649,2026-04-01 23:27:29.649,2423,NO,NO,,,,,,,,,"{""ar"": [""قطن""]}"
2444,Cotton,,ACTIVE,,,2026-04-01 23:27:29.699,2026-04-01 23:27:29.699,2443,NO,NO,,,,,,,,,"{""ar"": [""قطن""]}"
2447,Thread,,ACTIVE,,,2026-04-01 23:27:29.707,2026-04-01 23:27:29.707,2438,NO,NO,,,,,,,,,"{""ar"": [""خيط""]}"
2359,Lumber,,ACTIVE,,,2026-04-01 23:27:29.487,2026-04-01 23:27:29.487,2354,NO,NO,,,,,,,,,"{""en"": [""lumber""]}"
2360,Dimensional,,ACTIVE,,,2026-04-01 23:27:29.489,2026-04-01 23:27:29.489,2359,NO,NO,,,,,,,,,"{""en"": [""dimensional""]}"
2363,Flooring,,ACTIVE,,,2026-04-01 23:27:29.498,2026-04-01 23:27:29.498,2354,NO,NO,,,,,,,,,"{""en"": [""flooring""]}"
2364,Tile,,ACTIVE,,,2026-04-01 23:27:29.501,2026-04-01 23:27:29.501,2363,NO,NO,,,,,,,,,"{""en"": [""tile""]}"
2367,Vinyl,,ACTIVE,,,2026-04-01 23:27:29.508,2026-04-01 23:27:29.508,2363,NO,NO,,,,,,,,,"{""en"": [""vinyl""]}"
2368,Luxury Plank,,ACTIVE,,,2026-04-01 23:27:29.511,2026-04-01 23:27:29.511,2367,NO,NO,,,,,,,,,"{""en"": [""luxury plank""]}"
2371,Oak,,ACTIVE,,,2026-04-01 23:27:29.518,2026-04-01 23:27:29.518,2370,NO,NO,,,,,,,,,"{""en"": [""oak""]}"
2372,Engineered,,ACTIVE,,,2026-04-01 23:27:29.52,2026-04-01 23:27:29.52,2371,NO,NO,,,,,,,,,"{""en"": [""engineered""]}"
2373,Roofing,,ACTIVE,,,2026-04-01 23:27:29.523,2026-04-01 23:27:29.523,2354,NO,NO,,,,,,,,,"{""en"": [""roofing""]}"
2375,Asphalt,,ACTIVE,,,2026-04-01 23:27:29.527,2026-04-01 23:27:29.527,2374,NO,NO,,,,,,,,,"{""en"": [""asphalt""]}"
2376,Architectural,,ACTIVE,,,2026-04-01 23:27:29.53,2026-04-01 23:27:29.53,2375,NO,NO,,,,,,,,,"{""en"": [""architectural""]}"
2378,Fiberglass,,ACTIVE,,,2026-04-01 23:27:29.535,2026-04-01 23:27:29.535,2377,NO,NO,,,,,,,,,"{""en"": [""fiberglass""]}"
2380,Batt,,ACTIVE,,,2026-04-01 23:27:29.54,2026-04-01 23:27:29.54,2379,NO,NO,,,,,,,,,"{""en"": [""batt""]}"
2383,Clear,,ACTIVE,,,2026-04-01 23:27:29.548,2026-04-01 23:27:29.548,2382,NO,NO,,,,,,,,,"{""en"": [""clear""]}"
2386,Interior,,ACTIVE,,,2026-04-01 23:27:29.556,2026-04-01 23:27:29.556,2385,NO,NO,,,,,,,,,"{""en"": [""interior""]}"
2387,Hollow Core,,ACTIVE,,,2026-04-01 23:27:29.559,2026-04-01 23:27:29.559,2386,NO,NO,,,,,,,,,"{""en"": [""hollow core""]}"
2389,Windows,,ACTIVE,,,2026-04-01 23:27:29.564,2026-04-01 23:27:29.564,2354,NO,NO,,,,,,,,,"{""en"": [""windows""]}"
2391,Vinyl,,ACTIVE,,,2026-04-01 23:27:29.568,2026-04-01 23:27:29.568,2390,NO,NO,,,,,,,,,"{""en"": [""vinyl""]}"
2393,Plumbing,,ACTIVE,,,2026-04-01 23:27:29.573,2026-04-01 23:27:29.573,2353,NO,NO,,,,,,,,,"{""en"": [""plumbing""]}"
2394,Pipes,,ACTIVE,,,2026-04-01 23:27:29.576,2026-04-01 23:27:29.576,2393,NO,NO,,,,,,,,,"{""en"": [""pipes""]}"
2395,PVC,,ACTIVE,,,2026-04-01 23:27:29.578,2026-04-01 23:27:29.578,2394,NO,NO,,,,,,,,,"{""en"": [""pvc""]}"
2398,Fittings,,ACTIVE,,,2026-04-01 23:27:29.585,2026-04-01 23:27:29.585,2393,NO,NO,,,,,,,,,"{""en"": [""fittings""]}"
2399,Copper,,ACTIVE,,,2026-04-01 23:27:29.588,2026-04-01 23:27:29.588,2398,NO,NO,,,,,,,,,"{""en"": [""copper""]}"
2400,Elbow,,ACTIVE,,,2026-04-01 23:27:29.59,2026-04-01 23:27:29.59,2399,NO,NO,,,,,,,,,"{""en"": [""elbow""]}"
2406,HVAC,,ACTIVE,,,2026-04-01 23:27:29.605,2026-04-01 23:27:29.605,2353,NO,NO,,,,,,,,,"{""en"": [""hvac""]}"
2407,Ductwork,,ACTIVE,,,2026-04-01 23:27:29.608,2026-04-01 23:27:29.608,2406,NO,NO,,,,,,,,,"{""en"": [""ductwork""]}"
2409,Insulated,,ACTIVE,,,2026-04-01 23:27:29.612,2026-04-01 23:27:29.612,2408,NO,NO,,,,,,,,,"{""en"": [""insulated""]}"
2410,6-inch,,ACTIVE,,,2026-04-01 23:27:29.615,2026-04-01 23:27:29.615,2409,NO,NO,,,,,,,,,"{""en"": [""6-inch""]}"
2412,Programmable,,ACTIVE,,,2026-04-01 23:27:29.62,2026-04-01 23:27:29.62,2411,NO,NO,,,,,,,,,"{""en"": [""programmable""]}"
2413,Wi-Fi,,ACTIVE,,,2026-04-01 23:27:29.622,2026-04-01 23:27:29.622,2412,NO,NO,,,,,,,,,"{""en"": [""wi-fi""]}"
2414,7-Day,,ACTIVE,,,2026-04-01 23:27:29.624,2026-04-01 23:27:29.624,2413,NO,NO,,,,,,,,,"{""en"": [""7-day""]}"
2418,Sets,,ACTIVE,,,2026-04-01 23:27:29.634,2026-04-01 23:27:29.634,2417,NO,NO,,,,,,,,,"{""en"": [""sets""]}"
2421,Canvas,,ACTIVE,,,2026-04-01 23:27:29.641,2026-04-01 23:27:29.641,2416,NO,NO,,,,,,,,,"{""en"": [""canvas""]}"
2425,Brushes,,ACTIVE,,,2026-04-01 23:27:29.651,2026-04-01 23:27:29.651,2416,NO,NO,,,,,,,,,"{""en"": [""brushes""]}"
2429,Drawing,,ACTIVE,,,2026-04-01 23:27:29.661,2026-04-01 23:27:29.661,2415,NO,NO,,,,,,,,,"{""en"": [""drawing""]}"
2430,Pencils,,ACTIVE,,,2026-04-01 23:27:29.664,2026-04-01 23:27:29.664,2429,NO,NO,,,,,,,,,"{""en"": [""pencils""]}"
2434,Markers,,ACTIVE,,,2026-04-01 23:27:29.674,2026-04-01 23:27:29.674,2429,NO,NO,,,,,,,,,"{""en"": [""markers""]}"
2435,Alcohol,,ACTIVE,,,2026-04-01 23:27:29.676,2026-04-01 23:27:29.676,2434,NO,NO,,,,,,,,,"{""en"": [""alcohol""]}"
2439,Sewing Machines,,ACTIVE,,,2026-04-01 23:27:29.686,2026-04-01 23:27:29.686,2438,NO,NO,,,,,,,,,"{""en"": [""sewing machines""]}"
2440,Computerized,,ACTIVE,,,2026-04-01 23:27:29.689,2026-04-01 23:27:29.689,2439,NO,NO,,,,,,,,,"{""en"": [""computerized""]}"
2443,Fabric,,ACTIVE,,,2026-04-01 23:27:29.696,2026-04-01 23:27:29.696,2438,NO,NO,,,,,,,,,"{""en"": [""fabric""]}"
2445,Quilting,,ACTIVE,,,2026-04-01 23:27:29.702,2026-04-01 23:27:29.702,2444,NO,NO,,,,,,,,,"{""en"": [""quilting""]}"
2499,Furniture,,ACTIVE,,,2026-04-01 23:27:29.842,2026-04-01 23:27:29.842,2498,NO,NO,,,,,,,,,"{""ar"": [""أثاث""], ""zh"": [""家具""]}"
2450,Set 39,,ACTIVE,,,2026-04-01 23:27:29.715,2026-04-01 23:27:29.715,2449,NO,NO,,,,,,,,,"{""ar"": [""طقم 39"", ""طقم"", ""39""]}"
2459,Set,,ACTIVE,,,2026-04-01 23:27:29.737,2026-04-01 23:27:29.737,2458,NO,NO,,,,,,,,,"{""ar"": [""طقم""]}"
2462,Glass,,ACTIVE,,,2026-04-01 23:27:29.745,2026-04-01 23:27:29.745,2461,NO,NO,,,,,,,,,"{""ar"": [""زجاج""]}"
2465,Tools,,ACTIVE,,,2026-04-01 23:27:29.752,2026-04-01 23:27:29.752,2460,NO,NO,,,,,,,,,"{""ar"": [""أدوات""]}"
2486,Latest Set,,ACTIVE,,,2026-04-01 23:27:29.805,2026-04-01 23:27:29.805,2485,NO,NO,,,,,,,,,"{""ar"": [""طقم""]}"
2497,First Day Cover,,ACTIVE,,,2026-04-01 23:27:29.837,2026-04-01 23:27:29.837,2496,NO,NO,,,,,,,,,"{""ar"": [""غطاء""]}"
2519,Digital,,ACTIVE,,,2026-04-01 23:27:29.895,2026-04-01 23:27:29.895,2518,NO,NO,,,,,,,,,"{""ar"": [""رقمي""]}"
2524,$15-$100,,ACTIVE,,,2026-04-01 23:27:29.908,2026-04-01 23:27:29.908,2523,NO,NO,,,,,,,,,"{""ar"": [""15 100"", ""15"", ""100""]}"
2463,Seed,,ACTIVE,,,2026-04-01 23:27:29.747,2026-04-01 23:27:29.747,2462,NO,NO,,,,,,,,,"{""ar"": [""بذرة""]}"
2472,12x12,,ACTIVE,,,2026-04-01 23:27:29.769,2026-04-01 23:27:29.769,2471,NO,NO,,,,,,,,,"{""ar"": [""12x12""]}"
2477,32oz,,ACTIVE,,,2026-04-01 23:27:29.782,2026-04-01 23:27:29.782,2476,NO,NO,,,,,,,,,"{""ar"": [""32oz""]}"
2492,Silver Eagles,,ACTIVE,,,2026-04-01 23:27:29.822,2026-04-01 23:27:29.822,2491,NO,NO,,,,,,,,,"{""ar"": [""فضي""]}"
2449,Polyester,,ACTIVE,,,2026-04-01 23:27:29.712,2026-04-01 23:27:29.712,2448,NO,NO,,,,,,,,,"{""en"": [""polyester""]}"
2451,Knitting & Crochet,,ACTIVE,,,2026-04-01 23:27:29.717,2026-04-01 23:27:29.717,2415,NO,NO,,,,,,,,,"{""en"": [""knitting & crochet""]}"
2452,Yarn,,ACTIVE,,,2026-04-01 23:27:29.72,2026-04-01 23:27:29.72,2451,NO,NO,,,,,,,,,"{""en"": [""yarn""]}"
2454,Worsted,,ACTIVE,,,2026-04-01 23:27:29.725,2026-04-01 23:27:29.725,2453,NO,NO,,,,,,,,,"{""en"": [""worsted""]}"
2455,Multipack,,ACTIVE,,,2026-04-01 23:27:29.727,2026-04-01 23:27:29.727,2454,NO,NO,,,,,,,,,"{""en"": [""multipack""]}"
2456,Needles,,ACTIVE,,,2026-04-01 23:27:29.729,2026-04-01 23:27:29.729,2451,NO,NO,,,,,,,,,"{""en"": [""needles""]}"
2458,Bamboo,,ACTIVE,,,2026-04-01 23:27:29.735,2026-04-01 23:27:29.735,2457,NO,NO,,,,,,,,,"{""en"": [""bamboo""]}"
2461,Beads,,ACTIVE,,,2026-04-01 23:27:29.742,2026-04-01 23:27:29.742,2460,NO,NO,,,,,,,,,"{""en"": [""beads""]}"
2466,Pliers,,ACTIVE,,,2026-04-01 23:27:29.754,2026-04-01 23:27:29.754,2465,NO,NO,,,,,,,,,"{""en"": [""pliers""]}"
2467,3-Piece,,ACTIVE,,,2026-04-01 23:27:29.757,2026-04-01 23:27:29.757,2466,NO,NO,,,,,,,,,"{""en"": [""3-piece""]}"
2471,Cardstock,,ACTIVE,,,2026-04-01 23:27:29.766,2026-04-01 23:27:29.766,2470,NO,NO,,,,,,,,,"{""en"": [""cardstock""]}"
2473,Variety,,ACTIVE,,,2026-04-01 23:27:29.772,2026-04-01 23:27:29.772,2472,NO,NO,,,,,,,,,"{""en"": [""variety""]}"
2474,Resin,,ACTIVE,,,2026-04-01 23:27:29.774,2026-04-01 23:27:29.774,2415,NO,NO,,,,,,,,,"{""en"": [""resin""]}"
2476,Crystal Clear,,ACTIVE,,,2026-04-01 23:27:29.78,2026-04-01 23:27:29.78,2475,NO,NO,,,,,,,,,"{""en"": [""crystal clear""]}"
2478,UV Resistant,,ACTIVE,,,2026-04-01 23:27:29.785,2026-04-01 23:27:29.785,2477,NO,NO,,,,,,,,,"{""en"": [""uv resistant""]}"
2480,Trading Cards,,ACTIVE,,,2026-04-01 23:27:29.79,2026-04-01 23:27:29.79,2479,NO,NO,,,,,,,,,"{""en"": [""trading cards""]}"
2482,Baseball,,ACTIVE,,,2026-04-01 23:27:29.796,2026-04-01 23:27:29.796,2481,NO,NO,,,,,,,,,"{""en"": [""baseball""]}"
2484,Pokemon,,ACTIVE,,,2026-04-01 23:27:29.801,2026-04-01 23:27:29.801,2480,NO,NO,,,,,,,,,"{""en"": [""pokemon""]}"
2485,Booster Packs,,ACTIVE,,,2026-04-01 23:27:29.803,2026-04-01 23:27:29.803,2484,NO,NO,,,,,,,,,"{""en"": [""booster packs""]}"
2488,World Coins,,ACTIVE,,,2026-04-01 23:27:29.811,2026-04-01 23:27:29.811,2487,NO,NO,,,,,,,,,"{""en"": [""world coins""]}"
2490,Bullion,,ACTIVE,,,2026-04-01 23:27:29.816,2026-04-01 23:27:29.816,2489,NO,NO,,,,,,,,,"{""en"": [""bullion""]}"
2493,BU,,ACTIVE,,,2026-04-01 23:27:29.825,2026-04-01 23:27:29.825,2492,NO,NO,,,,,,,,,"{""en"": [""bu""]}"
2494,Stamps,,ACTIVE,,,2026-04-01 23:27:29.828,2026-04-01 23:27:29.828,2479,NO,NO,,,,,,,,,"{""en"": [""stamps""]}"
2495,World,,ACTIVE,,,2026-04-01 23:27:29.831,2026-04-01 23:27:29.831,2494,NO,NO,,,,,,,,,"{""en"": [""world""]}"
2498,Antiques,,ACTIVE,,,2026-04-01 23:27:29.839,2026-04-01 23:27:29.839,2479,NO,NO,,,,,,,,,"{""en"": [""antiques""]}"
2500,Victorian,,ACTIVE,,,2026-04-01 23:27:29.845,2026-04-01 23:27:29.845,2499,NO,NO,,,,,,,,,"{""en"": [""victorian""]}"
2502,Pottery,,ACTIVE,,,2026-04-01 23:27:29.85,2026-04-01 23:27:29.85,2498,NO,NO,,,,,,,,,"{""en"": [""pottery""]}"
2503,Chinese,,ACTIVE,,,2026-04-01 23:27:29.852,2026-04-01 23:27:29.852,2502,NO,NO,,,,,,,,,"{""en"": [""chinese""]}"
2506,Advertising,,ACTIVE,,,2026-04-01 23:27:29.86,2026-04-01 23:27:29.86,2505,NO,NO,,,,,,,,,"{""en"": [""advertising""]}"
2507,Signs,,ACTIVE,,,2026-04-01 23:27:29.862,2026-04-01 23:27:29.862,2506,NO,NO,,,,,,,,,"{""en"": [""signs""]}"
2508,Tin,,ACTIVE,,,2026-04-01 23:27:29.865,2026-04-01 23:27:29.865,2507,NO,NO,,,,,,,,,"{""en"": [""tin""]}"
2510,Porcelain,,ACTIVE,,,2026-04-01 23:27:29.87,2026-04-01 23:27:29.87,2509,NO,NO,,,,,,,,,"{""en"": [""porcelain""]}"
2511,Lladro,,ACTIVE,,,2026-04-01 23:27:29.873,2026-04-01 23:27:29.873,2510,NO,NO,,,,,,,,,"{""en"": [""lladro""]}"
2513,Memorabilia,,ACTIVE,,,2026-04-01 23:27:29.878,2026-04-01 23:27:29.878,2479,NO,NO,,,,,,,,,"{""en"": [""memorabilia""]}"
2514,Entertainment,,ACTIVE,,,2026-04-01 23:27:29.881,2026-04-01 23:27:29.881,2513,NO,NO,,,,,,,,,"{""en"": [""entertainment""]}"
2516,Photos,,ACTIVE,,,2026-04-01 23:27:29.886,2026-04-01 23:27:29.886,2515,NO,NO,,,,,,,,,"{""en"": [""photos""]}"
2518,Gift Cards,,ACTIVE,,,2026-04-01 23:27:29.892,2026-04-01 23:27:29.892,2517,NO,NO,,,,,,,,,"{""en"": [""gift cards""]}"
2520,Amazon,,ACTIVE,,,2026-04-01 23:27:29.897,2026-04-01 23:27:29.897,2519,NO,NO,,,,,,,,,"{""en"": [""amazon""]}"
2523,App Store,,ACTIVE,,,2026-04-01 23:27:29.906,2026-04-01 23:27:29.906,2519,NO,NO,,,,,,,,,"{""en"": [""app store""]}"
2525,Instant,,ACTIVE,,,2026-04-01 23:27:29.911,2026-04-01 23:27:29.911,2524,NO,NO,,,,,,,,,"{""en"": [""instant""]}"
2527,Visa,,ACTIVE,,,2026-04-01 23:27:29.916,2026-04-01 23:27:29.916,2526,NO,NO,,,,,,,,,"{""en"": [""visa""]}"
2528,Prepaid,,ACTIVE,,,2026-04-01 23:27:29.919,2026-04-01 23:27:29.919,2527,NO,NO,,,,,,,,,"{""en"": [""prepaid""]}"
2529,Universal,,ACTIVE,,,2026-04-01 23:27:29.921,2026-04-01 23:27:29.921,2528,NO,NO,,,,,,,,,"{""en"": [""universal""]}"
2531,Birthday,,ACTIVE,,,2026-04-01 23:27:29.926,2026-04-01 23:27:29.926,2530,NO,NO,,,,,,,,,"{""en"": [""birthday""]}"
2532,For Her,,ACTIVE,,,2026-04-01 23:27:29.929,2026-04-01 23:27:29.929,2531,NO,NO,,,,,,,,,"{""en"": [""for her""]}"
2534,Gift Sets,,ACTIVE,,,2026-04-01 23:27:29.934,2026-04-01 23:27:29.934,2533,NO,NO,,,,,,,,,"{""en"": [""gift sets""]}"
2535,Wedding,,ACTIVE,,,2026-04-01 23:27:29.936,2026-04-01 23:27:29.936,2530,NO,NO,,,,,,,,,"{""en"": [""wedding""]}"
2536,Couple,,ACTIVE,,,2026-04-01 23:27:29.939,2026-04-01 23:27:29.939,2535,NO,NO,,,,,,,,,"{""en"": [""couple""]}"
2538,Engraved,,ACTIVE,,,2026-04-01 23:27:29.944,2026-04-01 23:27:29.944,2537,NO,NO,,,,,,,,,"{""en"": [""engraved""]}"
2539,Eid,,ACTIVE,,,2026-04-01 23:27:29.946,2026-04-01 23:27:29.946,2530,NO,NO,,,,,,,,,"{""en"": [""eid""]}"
2626,Bags,,ACTIVE,,,2026-04-01 23:27:30.194,2026-04-01 23:27:30.194,2616,NO,NO,,,,,,,,,"{""ar"": [""حقائب"", ""شنط""], ""zh"": [""包""]}"
2541,Premium,,ACTIVE,,,2026-04-01 23:27:29.951,2026-04-01 23:27:29.951,2540,NO,NO,,,,,,,,,"{""ar"": [""فاخر""]}"
2548,Food,,ACTIVE,,,2026-04-01 23:27:29.971,2026-04-01 23:27:29.971,2547,NO,NO,,,,,,,,,"{""ar"": [""طعام""]}"
2549,Family Pack,,ACTIVE,,,2026-04-01 23:27:29.973,2026-04-01 23:27:29.973,2548,NO,NO,,,,,,,,,"{""ar"": [""حزمة""]}"
2550,Baby Shower,,ACTIVE,,,2026-04-01 23:27:29.976,2026-04-01 23:27:29.976,2530,NO,NO,,,,,,,,,"{""ar"": [""أطفال""]}"
2553,Organic,,ACTIVE,,,2026-04-01 23:27:29.984,2026-04-01 23:27:29.984,2552,NO,NO,,,,,,,,,"{""ar"": [""عضوي""]}"
2570,Kids,,ACTIVE,,,2026-04-01 23:27:30.03,2026-04-01 23:27:30.03,2566,NO,NO,,,,,,,,,"{""ar"": [""أطفال""]}"
2596,PET Resin,,ACTIVE,,,2026-04-01 23:27:30.104,2026-04-01 23:27:30.104,2595,NO,NO,,,,,,,,,"{""ar"": [""حيوانات أليفة""]}"
2546,Metal,,ACTIVE,,,2026-04-01 23:27:29.965,2026-04-01 23:27:29.965,2545,NO,NO,,,,,,,,,"{""ar"": [""معدن""]}"
2564,Disposable,,ACTIVE,,,2026-04-01 23:27:30.012,2026-04-01 23:27:30.012,2563,NO,NO,,,,,,,,,"{""ar"": [""للاستعمال مرة واحدة""]}"
2581,98%,,ACTIVE,,,2026-04-01 23:27:30.061,2026-04-01 23:27:30.061,2580,NO,NO,,,,,,,,,"{""ar"": [""98%""]}"
2590,Cleaning Agents,,ACTIVE,,,2026-04-01 23:27:30.088,2026-04-01 23:27:30.088,2574,NO,NO,,,,,,,,,"{""ar"": [""تنظيف""]}"
2591,Detergent Raw,,ACTIVE,,,2026-04-01 23:27:30.091,2026-04-01 23:27:30.091,2590,NO,NO,,,,,,,,,"{""ar"": [""منظف""]}"
2594,Plastics & Rubber,,ACTIVE,,,2026-04-01 23:27:30.099,2026-04-01 23:27:30.099,2573,NO,NO,,,,,,,,,"{""ar"": [""مطاط""]}"
2595,Plastic Raw,,ACTIVE,,,2026-04-01 23:27:30.101,2026-04-01 23:27:30.101,2594,NO,NO,,,,,,,,,"{""ar"": [""بلاستيك""]}"
2599,Rubber,,ACTIVE,,,2026-04-01 23:27:30.111,2026-04-01 23:27:30.111,2594,NO,NO,,,,,,,,,"{""ar"": [""مطاط""]}"
2600,Natural,,ACTIVE,,,2026-04-01 23:27:30.113,2026-04-01 23:27:30.113,2599,NO,NO,,,,,,,,,"{""ar"": [""طبيعي""]}"
2607,12mm,,ACTIVE,,,2026-04-01 23:27:30.13,2026-04-01 23:27:30.13,2606,NO,NO,,,,,,,,,"{""ar"": [""12mm""]}"
2609,Wire,,ACTIVE,,,2026-04-01 23:27:30.135,2026-04-01 23:27:30.135,2608,NO,NO,,,,,,,,,"{""ar"": [""سلك""]}"
2611,99.9%,,ACTIVE,,,2026-04-01 23:27:30.14,2026-04-01 23:27:30.14,2610,NO,NO,,,,,,,,,"{""ar"": [""99.9%""]}"
2615,20kg,,ACTIVE,,,2026-04-01 23:27:30.153,2026-04-01 23:27:30.153,2614,NO,NO,,,,,,,,,"{""ar"": [""20kg""]}"
2619,Custom Print,,ACTIVE,,,2026-04-01 23:27:30.166,2026-04-01 23:27:30.166,2618,NO,NO,,,,,,,,,"{""ar"": [""مخصص""]}"
2625,300gsm,,ACTIVE,,,2026-04-01 23:27:30.191,2026-04-01 23:27:30.191,2624,NO,NO,,,,,,,,,"{""ar"": [""300gsm""]}"
2629,Twisted Handle,,ACTIVE,,,2026-04-01 23:27:30.207,2026-04-01 23:27:30.207,2628,NO,NO,,,,,,,,,"{""ar"": [""مقبض""]}"
2630,Medium,,ACTIVE,,,2026-04-01 23:27:30.211,2026-04-01 23:27:30.211,2629,NO,NO,,,,,,,,,"{""ar"": [""متوسط""]}"
2543,Ramadan,,ACTIVE,,,2026-04-01 23:27:29.957,2026-04-01 23:27:29.957,2530,NO,NO,,,,,,,,,"{""en"": [""ramadan""]}"
2544,Decor,,ACTIVE,,,2026-04-01 23:27:29.959,2026-04-01 23:27:29.959,2543,NO,NO,,,,,,,,,"{""en"": [""decor""]}"
2547,Gift Hampers,,ACTIVE,,,2026-04-01 23:27:29.968,2026-04-01 23:27:29.968,2543,NO,NO,,,,,,,,,"{""en"": [""gift hampers""]}"
2551,For Mom,,ACTIVE,,,2026-04-01 23:27:29.978,2026-04-01 23:27:29.978,2550,NO,NO,,,,,,,,,"{""en"": [""for mom""]}"
2554,Party Supplies,,ACTIVE,,,2026-04-01 23:27:29.986,2026-04-01 23:27:29.986,2517,NO,NO,,,,,,,,,"{""en"": [""party supplies""]}"
2555,Decorations,,ACTIVE,,,2026-04-01 23:27:29.989,2026-04-01 23:27:29.989,2554,NO,NO,,,,,,,,,"{""en"": [""decorations""]}"
2557,Foil,,ACTIVE,,,2026-04-01 23:27:29.994,2026-04-01 23:27:29.994,2556,NO,NO,,,,,,,,,"{""en"": [""foil""]}"
2558,Number,,ACTIVE,,,2026-04-01 23:27:29.997,2026-04-01 23:27:29.997,2557,NO,NO,,,,,,,,,"{""en"": [""number""]}"
2559,Banners,,ACTIVE,,,2026-04-01 23:27:29.999,2026-04-01 23:27:29.999,2555,NO,NO,,,,,,,,,"{""en"": [""banners""]}"
2562,Tableware,,ACTIVE,,,2026-04-01 23:27:30.007,2026-04-01 23:27:30.007,2554,NO,NO,,,,,,,,,"{""en"": [""tableware""]}"
2563,Plates,,ACTIVE,,,2026-04-01 23:27:30.01,2026-04-01 23:27:30.01,2562,NO,NO,,,,,,,,,"{""en"": [""plates""]}"
2566,Costumes,,ACTIVE,,,2026-04-01 23:27:30.018,2026-04-01 23:27:30.018,2554,NO,NO,,,,,,,,,"{""en"": [""costumes""]}"
2567,Adults,,ACTIVE,,,2026-04-01 23:27:30.021,2026-04-01 23:27:30.021,2566,NO,NO,,,,,,,,,"{""en"": [""adults""]}"
2569,Couples,,ACTIVE,,,2026-04-01 23:27:30.027,2026-04-01 23:27:30.027,2568,NO,NO,,,,,,,,,"{""en"": [""couples""]}"
2571,Disney,,ACTIVE,,,2026-04-01 23:27:30.033,2026-04-01 23:27:30.033,2570,NO,NO,,,,,,,,,"{""en"": [""disney""]}"
2572,Princess,,ACTIVE,,,2026-04-01 23:27:30.036,2026-04-01 23:27:30.036,2571,NO,NO,,,,,,,,,"{""en"": [""princess""]}"
2576,Solvents,,ACTIVE,,,2026-04-01 23:27:30.047,2026-04-01 23:27:30.047,2575,NO,NO,,,,,,,,,"{""en"": [""solvents""]}"
